SettlementPoint,Year,Month,Mean,Min,Max,SD,Volatility
HB_BUSAVG,2016,01,19.209301075268815,5.12,54.69,5.485210390097426,0.2690841889770597
HB_BUSAVG,2016,02,15.28824712643678,1.79,50.98,5.777172176927241,0.47351877621233457
HB_BUSAVG,2016,03,16.755625841184386,1.22,64.31,7.368496875539136,0.4708081945258509
HB_BUSAVG,2016,04,18.289347222222222,1.18,93.09,9.506142732088003,0.5429421790442241
HB_BUSAVG,2016,05,18.159583333333334,3.03,73.61,8.017220813376364,0.4331826066081896
HB_BUSAVG,2016,06,23.909819444444437,4.02,110.72,11.305436288586217,0.3983444319585168
HB_BUSAVG,2016,07,27.187473118279563,7.61,99.29,12.406065835499753,0.3996632886249878
HB_BUSAVG,2016,08,30.56713709677419,13.39,230.02,27.15155808784459,0.48433842070530864
HB_BUSAVG,2016,09,26.861750000000008,10.89,202.4,14.904298172890451,0.3696292888393294
HB_BUSAVG,2016,10,25.204838709677418,2.92,274.77,16.327119599882366,0.43038038781951915
HB_BUSAVG,2016,11,19.244902777777778,2.3,48.65,6.378151553287985,0.39231264679820527
HB_BUSAVG,2016,12,25.31830645161291,2.72,139.42,11.105303297399226,0.4297915555845942
HB_BUSAVG,2017,01,23.252782258064517,1.94,96.28,7.471612705493782,0.37075988540457183
HB_BUSAVG,2017,02,20.117827380952388,3.56,52.7,6.538278533511913,0.3866745899195994
HB_BUSAVG,2017,03,22.56989232839839,4.92,78.44,7.988595981559292,0.33926832382975103
HB_BUSAVG,2017,04,23.705083333333334,8.37,81.08,7.768482147422761,0.31115469394551115
HB_BUSAVG,2017,05,25.087352150537637,4.66,65.3,7.952691485425809,0.32842918966666823
HB_BUSAVG,2017,06,27.66915277777779,15.22,82.18,11.114801167073598,0.3309573407222942
HB_BUSAVG,2017,07,31.454274193548386,16.64,257.04,17.83884864954591,0.40048487385186327
HB_BUSAVG,2017,08,27.50701612903226,16.62,88.75,10.898581913248774,0.3332314690191363
HB_BUSAVG,2017,09,24.18416666666666,8.38,59.02,7.923659778393276,0.2883373495297985
HB_BUSAVG,2017,10,23.563279569892476,3.07,97.54,10.300630159991831,0.3671794074578086
HB_BUSAVG,2017,11,22.67745833333333,4.28,83.65,8.310512675527983,0.34960741033444215
HB_BUSAVG,2017,12,21.187956989247315,5.82,55.67,5.193307565046881,0.243233059701093
HB_BUSAVG,2018,01,37.869677419354836,5.83,1660.04,87.56361308118343,0.5496222684883365
HB_BUSAVG,2018,02,21.85431547619047,5.09,73.49,7.54131769361722,0.31493249062526035
HB_BUSAVG,2018,03,22.561978465679676,7.34,69.97,8.357991123600044,0.3488089169347354
HB_BUSAVG,2018,04,23.142958333333333,6.22,53.44,7.366768766336835,0.3245945924581718
HB_BUSAVG,2018,05,34.005241935483866,8.49,541.31,38.314470370603864,0.594766036513871
HB_BUSAVG,2018,06,29.96612499999999,15.16,114.07,14.65805823884764,0.4027711555762899
HB_BUSAVG,2018,07,78.85944892473117,9.9,2061.99,233.36169591636292,0.8932309554426291
HB_BUSAVG,2018,08,31.66155913978494,12.71,149.91,18.572329132601748,0.45493996816263843
HB_BUSAVG,2018,09,27.175444444444445,14.59,88.96,10.510967505928196,0.3261612192068613
HB_BUSAVG,2018,10,29.95782258064516,10.32,95.21,10.169829781404726,0.3031070141083175
HB_BUSAVG,2018,11,30.64449999999999,9.3,108.07,11.598420053307366,0.333374380319826
HB_BUSAVG,2018,12,30.268185483870962,6.64,117.74,10.123066556862826,0.31436802142734926
HB_BUSAVG,2019,01,24.59256720430107,5.72,75.28,8.130355147669787,0.30097493223102945
HB_BUSAVG,2019,02,21.18636904761905,5.06,56.68,7.013010151618259,0.3412831196895284
HB_BUSAVG,2019,03,27.565720053835804,7.31,675.6,34.263891687476494,0.4412842464983627
HB_BUSAVG,2019,04,22.613180555555555,5.34,102.53,11.85310134216847,0.4542411560963267
HB_BUSAVG,2019,05,23.95993279569893,9.46,67.19,8.560298614984859,0.313935757264045
HB_BUSAVG,2019,06,25.08554166666666,8.72,102.2,13.651568525669754,0.41919926773169247
HB_BUSAVG,2019,07,29.72962365591398,11.28,274.56,26.86115729182235,0.5545731183051518
HB_BUSAVG,2019,08,126.38408602150541,10.04,3499.84,401.206306600097,1.2152140328325565
HB_BUSAVG,2019,09,79.61562500000002,7.88,5008.32,380.2139310767902,0.8841318927258723
HB_BUSAVG,2019,10,28.247056451612906,6.39,851.45,53.267344275415354,0.5868558025536078
HB_BUSAVG,2019,11,23.468375000000005,3.26,203.7,14.63839355202869,0.43074899362493047
HB_BUSAVG,2019,12,18.71508064516129,3.74,59.84,6.744975917531292,0.3203565339460383
HB_HOUSTON,2016,01,19.565725806451614,5.19,54.55,5.648747381728997,0.26989847666140393
HB_HOUSTON,2016,02,15.46454022988506,2.1,50.75,5.811656068895287,0.4598960770204093
HB_HOUSTON,2016,03,17.124952893674294,1.36,72.32,7.704735965516085,0.4722297006056082
HB_HOUSTON,2016,04,18.940958333333334,1.26,99.0,10.265435546159958,0.5447412246450911
HB_HOUSTON,2016,05,19.17408602150537,3.04,73.62,9.38017837807119,0.46809382508608927
HB_HOUSTON,2016,06,26.25573611111111,4.31,141.0,15.324347268547495,0.46032761138367373
HB_HOUSTON,2016,07,29.538924731182796,10.08,101.38,14.978876680896803,0.4392297577736054
HB_HOUSTON,2016,08,32.97254032258064,13.49,269.69,33.12178187519316,0.5325291615593378
HB_HOUSTON,2016,09,28.742416666666674,11.49,211.23,16.821039643259606,0.40619667781812896
HB_HOUSTON,2016,10,28.249556451612897,4.0,284.79,18.950819928980863,0.4719654113242021
HB_HOUSTON,2016,11,20.365930555555558,3.05,51.61,7.431234496542128,0.4068755165669101
HB_HOUSTON,2016,12,25.727661290322583,2.92,142.55,11.323204615300083,0.42430330872792954
HB_HOUSTON,2017,01,24.781854838709684,3.03,96.21,7.904352417097669,0.3586182465719571
HB_HOUSTON,2017,02,23.26571428571429,4.52,58.68,8.61231960434737,0.40636821836967846
HB_HOUSTON,2017,03,28.213297442799462,6.85,144.16,14.123950526156516,0.39436978257708144
HB_HOUSTON,2017,04,32.29573611111112,10.77,142.25,15.704205969482658,0.3808291892617916
HB_HOUSTON,2017,05,31.533172043010754,5.0,105.17,14.642110122789166,0.4313008678034568
HB_HOUSTON,2017,06,33.16834722222223,15.44,133.78,18.60204923631417,0.43797731568172693
HB_HOUSTON,2017,07,34.375833333333325,16.72,306.24,22.793164369378225,0.45286998255274624
HB_HOUSTON,2017,08,29.401720430107527,16.61,97.06,13.225864551440145,0.37398522235956555
HB_HOUSTON,2017,09,26.54294444444446,8.32,73.92,10.919633588905974,0.3550852114052438
HB_HOUSTON,2017,10,30.14123655913978,4.4,249.2,23.325715626861324,0.494214743961568
HB_HOUSTON,2017,11,26.09105555555555,4.69,131.0,12.686734104963291,0.3661646581855635
HB_HOUSTON,2017,12,21.549005376344088,6.25,53.34,5.162866307722016,0.23317434725083372
HB_HOUSTON,2018,01,37.94478494623656,6.19,1637.34,86.01527890478582,0.5160825196734988
HB_HOUSTON,2018,02,22.164107142857148,5.1,72.11,7.347411911330588,0.3082880309986015
HB_HOUSTON,2018,03,23.78254374158816,8.01,71.01,8.968034089721383,0.34703558904661885
HB_HOUSTON,2018,04,24.652694444444453,8.4,58.92,7.830764138938866,0.3137485593844544
HB_HOUSTON,2018,05,34.14755376344086,8.43,530.4,37.10995493457377,0.5654033881789459
HB_HOUSTON,2018,06,30.628486111111116,15.81,116.02,14.938345448626666,0.40306111948870726
HB_HOUSTON,2018,07,79.03404569892473,9.95,2057.51,233.00015888349546,0.8906834528025586
HB_HOUSTON,2018,08,31.944247311827958,13.44,150.2,18.664125100987793,0.456093934451298
HB_HOUSTON,2018,09,27.581361111111104,15.06,91.04,10.751295245972898,0.3304791200236062
HB_HOUSTON,2018,10,30.98193548387097,12.6,98.4,10.837428527252913,0.3069840519302915
HB_HOUSTON,2018,11,31.31923611111111,10.01,104.77,11.698294258876448,0.3304080113115915
HB_HOUSTON,2018,12,30.33354838709677,6.85,116.17,9.879054520195682,0.3069811404654967
HB_HOUSTON,2019,01,25.426034946236555,8.64,74.76,7.830863602989715,0.27002576956463914
HB_HOUSTON,2019,02,21.507812500000004,5.47,57.38,6.696868686204082,0.3203654994325596
HB_HOUSTON,2019,03,27.83203230148048,8.18,651.0,32.644066723148484,0.41344988402986627
HB_HOUSTON,2019,04,23.87065277777777,5.4,106.31,11.999629838588168,0.43698838002596024
HB_HOUSTON,2019,05,24.794274193548386,9.59,67.67,8.95367187909662,0.32335622254635016
HB_HOUSTON,2019,06,26.897680555555553,9.93,111.16,15.453808881248245,0.4494228163018637
HB_HOUSTON,2019,07,29.911008064516132,11.34,274.33,26.8002920863523,0.5539844055485514
HB_HOUSTON,2019,08,126.62533602150538,10.32,3499.86,401.4410640782596,1.2136712991226932
HB_HOUSTON,2019,09,80.5876527777778,7.97,5011.16,380.54306782069796,0.8771147226649887
HB_HOUSTON,2019,10,30.393602150537635,9.65,870.3,55.08859314240535,0.5560945627987998
HB_HOUSTON,2019,11,24.021500000000003,3.79,198.8,14.300458495621012,0.4127180787307853
HB_HOUSTON,2019,12,18.6725,3.8,59.43,6.622055581247453,0.31757368699133703
HB_HUBAVG,2016,01,19.25869623655914,5.13,54.53,5.512316838236008,0.27020478314281554
HB_HUBAVG,2016,02,15.269252873563218,1.52,50.9,5.812592533369644,0.48757994485974915
HB_HUBAVG,2016,03,16.654347240915207,1.05,65.81,7.426260850084184,0.4792100897810897
HB_HUBAVG,2016,04,18.166861111111107,1.07,94.38,9.574284135033098,0.5554937052144661
HB_HUBAVG,2016,05,18.247002688172042,2.64,73.06,8.214961649765993,0.44697351342162117
HB_HUBAVG,2016,06,24.297847222222234,4.15,115.88,11.861734726158792,0.4075713123877342
HB_HUBAVG,2016,07,27.459206989247313,5.86,99.3,12.793737081962163,0.4114487758111362
HB_HUBAVG,2016,08,30.948534946236556,13.39,232.88,28.06720774995248,0.49231951534568136
HB_HUBAVG,2016,09,27.188138888888897,10.99,203.88,15.164137746107043,0.3751272789931789
HB_HUBAVG,2016,10,25.769059139784947,2.96,277.51,16.816964578457853,0.4405412914332973
HB_HUBAVG,2016,11,19.489305555555553,2.37,49.27,6.544536122879043,0.395762778216354
HB_HUBAVG,2016,12,25.362594086021506,2.34,139.98,11.198097445441176,0.4428094127597673
HB_HUBAVG,2017,01,23.32555107526882,1.84,96.27,7.577709890137235,0.3880250403519225
HB_HUBAVG,2017,02,20.352127976190474,2.34,53.19,7.066815784413839,0.4357414769292203
HB_HUBAVG,2017,03,23.23323014804845,4.36,87.72,8.87079453890928,0.36274403742725414
HB_HUBAVG,2017,04,24.830486111111114,8.6,91.68,8.938620642163299,0.3351473995892383
HB_HUBAVG,2017,05,25.905026881720424,4.18,65.97,8.7939124453329,0.35203413093300306
HB_HUBAVG,2017,06,28.513847222222214,14.64,88.26,12.215149025157546,0.34973064470337917
HB_HUBAVG,2017,07,31.86440860215054,16.7,263.26,18.501171755106707,0.40774948195805577
HB_HUBAVG,2017,08,27.83861559139786,16.62,90.23,11.254765012949619,0.33938558784582096
HB_HUBAVG,2017,09,24.519694444444443,8.4,61.96,8.26848361703299,0.2960199324813819
HB_HUBAVG,2017,10,24.701451612903217,3.48,109.91,12.053085676988324,0.38836562809070635
HB_HUBAVG,2017,11,23.167138888888893,3.68,91.6,8.902537112871343,0.35616847584620415
HB_HUBAVG,2017,12,21.209852150537632,4.55,56.06,5.336605259728787,0.26095126349731734
HB_HUBAVG,2018,01,37.7730376344086,5.24,1658.38,87.50519670270869,0.5593703822210225
HB_HUBAVG,2018,02,21.83005952380952,4.2,73.4,7.607576739110758,0.32964605579965667
HB_HUBAVG,2018,03,22.403432032301474,6.13,69.98,8.604464627194636,0.37504611667718335
HB_HUBAVG,2018,04,22.450305555555556,4.42,53.51,7.838026572185338,0.36740586183851565
HB_HUBAVG,2018,05,32.83485215053764,7.13,536.14,37.75765213475436,0.6063913401866782
HB_HUBAVG,2018,06,29.7818611111111,14.66,113.13,14.41870640679035,0.39936512161226795
HB_HUBAVG,2018,07,78.83232526881721,9.95,2061.56,233.3255127232922,0.8928673921922209
HB_HUBAVG,2018,08,31.694583333333334,12.87,149.94,18.560145316602352,0.4541983053380678
HB_HUBAVG,2018,09,27.053027777777782,14.75,88.41,10.301125773944909,0.3219157138710302
HB_HUBAVG,2018,10,29.8891129032258,9.98,95.61,10.165972310649046,0.30368190156850966
HB_HUBAVG,2018,11,30.277208333333327,8.42,105.98,11.820105869491798,0.3556379072587165
HB_HUBAVG,2018,12,30.191989247311824,6.45,117.99,10.318657868630194,0.3265383679774828
HB_HUBAVG,2019,01,24.68340053763441,5.59,75.44,8.210358990110414,0.30492192102002785
HB_HUBAVG,2019,02,21.25063988095238,4.85,56.86,7.073012164577063,0.3451304257390525
HB_HUBAVG,2019,03,27.18903095558547,5.95,674.86,34.35972336363791,0.47251506014473
HB_HUBAVG,2019,04,22.221166666666665,4.4,103.18,12.112938760854044,0.4911859309918752
HB_HUBAVG,2019,05,23.88376344086021,9.03,67.33,8.577879707268156,0.31591294094008177
HB_HUBAVG,2019,06,25.171541666666663,8.6,102.85,13.788867563759185,0.42149746336793203
HB_HUBAVG,2019,07,29.69623655913978,11.28,274.53,26.839811239624776,0.5539882854411545
HB_HUBAVG,2019,08,126.34983870967744,9.9,3499.49,401.1272589683443,1.2157504601920373
HB_HUBAVG,2019,09,79.45919444444446,7.89,5008.13,380.1739002592013,0.8841594281209763
HB_HUBAVG,2019,10,28.13176075268817,6.05,851.39,53.417383946265446,0.5965643333971922
HB_HUBAVG,2019,11,23.25723611111111,2.91,201.15,14.540368868864508,0.4421747562959566
HB_HUBAVG,2019,12,18.623373655913976,3.49,60.41,6.752492529393898,0.3251688399951961
HB_NORTH,2016,01,19.133306451612903,5.09,55.56,5.465482000164042,0.2683999660649124
HB_NORTH,2016,02,15.292658045977012,2.0,51.26,5.741953441774281,0.4614827363848874
HB_NORTH,2016,03,16.85936742934051,1.46,60.79,7.259944346713299,0.4598288881310502
HB_NORTH,2016,04,18.350666666666665,1.3,90.11,9.314117201804843,0.5296338069542313
HB_NORTH,2016,05,17.905631720430108,3.55,74.68,7.66682611970472,0.4128598766547117
HB_NORTH,2016,06,23.15805555555555,3.64,101.0,10.378440279708137,0.3827262190342022
HB_NORTH,2016,07,26.800793010752688,9.02,98.94,11.667287327521292,0.3765966334448571
HB_NORTH,2016,08,29.82838709677419,13.37,223.94,25.427223868923868,0.4687621868182455
HB_NORTH,2016,09,26.249180555555554,10.7,200.0,14.525627155172398,0.36111070501014886
HB_NORTH,2016,10,24.005255376344085,2.71,269.05,15.390332528302766,0.4130644895068478
HB_NORTH,2016,11,18.66488888888889,1.92,47.62,6.101731530063148,0.39068262654842234
HB_NORTH,2016,12,25.149045698924734,3.17,138.12,10.941741566558266,0.4169619572088078
HB_NORTH,2017,01,22.991854838709674,2.02,96.37,7.400329722413329,0.35613585190629987
HB_NORTH,2017,02,19.4481994047619,4.77,51.8,5.934393190161845,0.3386689067910377
HB_NORTH,2017,03,21.22777927321669,5.46,63.71,6.777892002262998,0.31580198163807005
HB_NORTH,2017,04,21.410555555555558,7.16,61.79,6.244917842248719,0.2876519512549733
HB_NORTH,2017,05,23.419919354838708,5.2,62.98,6.722616735124594,0.2945170852786632
HB_NORTH,2017,06,25.890569444444452,15.33,70.82,9.048123147849381,0.2941593667730448
HB_NORTH,2017,07,30.65431451612903,16.47,244.42,16.65101026162405,0.3866964768126358
HB_NORTH,2017,08,26.832728494623655,16.61,85.93,10.25585587648806,0.3221053756221484
HB_NORTH,2017,09,23.346111111111114,8.29,54.32,7.261250913423442,0.27369002488939254
HB_NORTH,2017,10,21.40590053763441,1.88,75.0,7.791168430578759,0.33934544473303974
HB_NORTH,2017,11,21.59620833333334,3.19,69.49,7.568659608784367,0.360781759340562
HB_NORTH,2017,12,20.952997311827957,6.18,53.18,4.987721615378066,0.2283896056375699
HB_NORTH,2018,01,37.585900537634416,6.24,1659.26,87.45206198148664,0.5453224159464358
HB_NORTH,2018,02,21.767023809523813,6.39,73.33,7.452917156357078,0.2999712140898266
HB_NORTH,2018,03,22.608008075370112,8.57,69.87,8.217259861945996,0.33125852356029206
HB_NORTH,2018,04,23.52291666666666,8.06,52.98,7.026932638200544,0.29984418489816683
HB_NORTH,2018,05,35.30614247311828,9.32,550.83,39.46338334548295,0.6032088285706194
HB_NORTH,2018,06,30.211888888888886,15.35,115.08,15.084811187253619,0.4113330726925436
HB_NORTH,2018,07,78.96845430107527,9.79,2063.87,233.55245524774713,0.8944487314833051
HB_NORTH,2018,08,31.603051075268823,12.0,150.0,18.640595237625867,0.4582867404354552
HB_NORTH,2018,09,27.29963888888887,14.02,89.78,10.928677673760705,0.33445533213724904
HB_NORTH,2018,10,30.034166666666668,9.57,95.0,10.334967046572817,0.3098906257356409
HB_NORTH,2018,11,31.234888888888893,9.38,114.35,11.596295053094755,0.31735755902879204
HB_NORTH,2018,12,30.398266129032265,6.96,117.3,9.919452147482733,0.30284462006163393
HB_NORTH,2019,01,24.332634408602154,5.41,75.1,8.213235570821183,0.3094506469907335
HB_NORTH,2019,02,20.86495535714286,4.48,56.39,7.018780915655388,0.348269293841645
HB_NORTH,2019,03,28.103714670255712,8.95,676.5,34.155593973165175,0.4131094356103841
HB_NORTH,2019,04,22.997402777777776,5.53,100.8,11.622436364291053,0.42539374136071534
HB_NORTH,2019,05,23.97888440860215,9.96,67.3,8.688466045637167,0.3181441149477232
HB_NORTH,2019,06,25.175819444444446,8.17,101.27,13.602406822767918,0.41965276419800396
HB_NORTH,2019,07,29.781290322580645,11.22,274.65,26.91667513803031,0.5566521025446681
HB_NORTH,2019,08,126.52185483870967,10.0,3500.92,401.51810392776827,1.216552067835256
HB_NORTH,2019,09,79.9195833333333,7.81,5010.22,380.53842541978156,0.8915868047490717
HB_NORTH,2019,10,27.995967741935488,6.11,853.71,53.32360161286935,0.6014496865047141
HB_NORTH,2019,11,23.62861111111111,3.49,212.85,15.121341806879713,0.42962980146977603
HB_NORTH,2019,12,18.731989247311823,4.01,59.75,6.806604034839857,0.3193008425514624
HB_SOUTH,2016,01,19.21005376344086,5.18,54.4,5.458224904565118,0.2684363708251309
HB_SOUTH,2016,02,15.333591954022983,2.02,50.25,5.766310020451896,0.46589223135829155
HB_SOUTH,2016,03,16.763109017496635,1.0,69.59,7.562570221381635,0.48251406644666617
HB_SOUTH,2016,04,18.512902777777775,1.17,99.0,9.962189284750314,0.5527659716163041
HB_SOUTH,2016,05,18.57045698924731,2.77,71.92,8.66136832558022,0.45516965992194364
HB_SOUTH,2016,06,24.645374999999998,4.93,119.5,11.984516256441227,0.4068580055598782
HB_SOUTH,2016,07,26.96025537634409,-27.74,100.15,14.22392645453269,NaN
HB_SOUTH,2016,08,31.207970430107522,13.44,237.08,28.706992658650876,0.49641651601914466
HB_SOUTH,2016,09,27.405569444444446,11.08,203.25,15.053059746843543,0.3758349161092192
HB_SOUTH,2016,10,26.689663978494625,3.43,282.46,17.671567723574373,0.44780029121133874
HB_SOUTH,2016,11,20.148833333333336,3.2,49.27,6.918300399465621,0.3959458231863558
HB_SOUTH,2016,12,25.708991935483873,2.72,141.49,11.367082161043973,0.4342201426302905
HB_SOUTH,2017,01,23.62481182795699,1.89,96.01,7.575724207807039,0.38070199426942597
HB_SOUTH,2017,02,21.079360119047617,3.29,53.41,7.134705341168082,0.4071471896084981
HB_SOUTH,2017,03,23.680753701211305,5.02,78.22,8.66664899612327,0.3482727106861907
HB_SOUTH,2017,04,25.609402777777788,8.88,94.72,9.029660940162145,0.3194720167110625
HB_SOUTH,2017,05,26.49501344086022,4.73,68.65,9.192251989315869,0.3497454822986125
HB_SOUTH,2017,06,29.65469444444444,15.39,98.22,13.388315766817483,0.36298675461346513
HB_SOUTH,2017,07,32.129462365591394,17.07,268.53,18.90136043673263,0.4101486213524071
HB_SOUTH,2017,08,28.31502688172043,16.63,91.52,11.581170602149857,0.34323740489982335
HB_SOUTH,2017,09,25.51509722222222,8.68,68.76,8.801109045773567,0.3011605361446804
HB_SOUTH,2017,10,25.563655913978497,4.63,113.12,11.443610361693011,0.3661173505353235
HB_SOUTH,2017,11,23.97718055555556,5.09,92.56,8.787211894234108,0.3330261805019915
HB_SOUTH,2017,12,21.99791666666667,5.73,64.46,5.585505404189784,0.25176937164953406
HB_SOUTH,2018,01,39.498145161290324,6.01,1675.95,88.67166127106842,0.5455243384418664
HB_SOUTH,2018,02,22.30639880952381,4.08,74.89,7.797641728131438,0.33165652968088766
HB_SOUTH,2018,03,22.888452220726784,7.37,70.15,7.990134982283653,0.33001298831524367
HB_SOUTH,2018,04,24.471888888888902,7.06,54.92,7.698613356269683,0.322623006890787
HB_SOUTH,2018,05,34.226075268817205,9.67,531.39,37.16877772907251,0.5461762687165408
HB_SOUTH,2018,06,30.06863888888889,16.07,114.49,13.978537296864099,0.37805640579677763
HB_SOUTH,2018,07,78.84737903225806,10.07,2058.15,232.8842719828831,0.8856329078736183
HB_SOUTH,2018,08,31.66752688172042,14.7,149.28,18.317685981494453,0.44514130810550406
HB_SOUTH,2018,09,27.18980555555556,15.64,87.78,10.218478841636115,0.31732270610464497
HB_SOUTH,2018,10,29.77251344086022,14.49,93.43,9.647190833725766,0.2821343635109262
HB_SOUTH,2018,11,29.837180555555555,9.46,104.24,11.002205151109663,0.3282776518912976
